id,symbol,candel_date,spot_date,timestamp,alert_price,executed_price,side,order_type,indicator,reason,position_size,created_at,market_risk,strategy_name,signal,order_id,quantity_size,remaining_quantity,vaild,loop_status
0,TESTUSDT,2024-09-16 21:37:00,2024-09-17 00:37:49.310538,1726522620000.0,5.71,5.72,sell,market,RSI,exit_strategy,0.075,1726516500000.0,1,TEST_ALPACA,1,d2c69c6e-1ce2-4f32,17.77,0.0,True,True
1111,AKAN,2025-10-01 14:08:00+00:00,2025-10-01 17:11:18.549615,1759327680000.0,7.88025,0.0,buy,,B1,buy_alert,0.15,1759327680000.0,1,TOP_GAINERS,1,,,,,
9999,AKAN,2025-10-01 14:08:00+00:00,2025-10-01 17:11:18.549615,1759327680000.0,7.88025,,buy,,B1,buy_alert,0.15,1759327680000.0,1,TOP_GAINERS,1,,126.0,126.0,True,True
1111,AKAN,2025-10-01 14:19:00+00:00,2025-10-01 17:20:10.065923,1759328340000.0,7.9034,0.0,sell,,B1,sell_alert,0.15,1759327680000.0,1,TOP_GAINERS,1,,,0.0,,
9999,AKAN,2025-10-01 14:19:00+00:00,2025-10-01 17:20:10.065923,1759328340000.0,7.9034,0.0,sell,,B1,sell_alert,0.15,1759327680000.0,1,TOP_GAINERS,1,,126.0,0.0,False,True
1111,RVYL,2025-10-01 14:27:00+00:00,2025-10-01 17:28:01.358137,1759328820000.0,0.53235,0.0,buy,,B1,buy_alert,0.15,1759328820000.0,1,TOP_GAINERS,1,,,,,
9999,RVYL,2025-10-01 14:27:00+00:00,2025-10-01 17:28:01.358137,1759328820000.0,0.53235,0.53,buy,market,B1,buy_alert,0.15,1759328820000.0,1,TOP_GAINERS,1,abaccfe5-1e82-402c-8621-0fd0e5ec1232,1878.0,1878.0,True,True
1111,PALI,2025-10-01 14:31:00+00:00,2025-10-01 17:32:06.484498,1759329060000.0,1.496025,0.0,buy,,B1,buy_alert,0.15,1759329060000.0,1,TOP_GAINERS,1,,,,,
9999,PALI,2025-10-01 14:31:00+00:00,2025-10-01 17:32:06.484498,1759329060000.0,1.496025,1.5,buy,market,B1,buy_alert,0.15,1759329060000.0,1,TOP_GAINERS,1,5fd07978-f394-4a29-96f7-1f6c05f97822,668.0,668.0,True,True
1111,PALI,2025-10-01 14:35:00+00:00,2025-10-01 17:36:16.577786,1759329300000.0,1.350375,0.0,sell,,B1,sell_alert,0.15,1759329060000.0,1,TOP_GAINERS,1,,,0.0,,
9999,PALI,2025-10-01 14:35:00+00:00,2025-10-01 17:36:16.577786,1759329300000.0,1.350375,1.35,sell,market,B1,sell_alert,0.15,1759329060000.0,1,TOP_GAINERS,1,93886ef7-9a8a-41ca-8e45-35096752b0cf,668.0,0.0,True,True
1111,APLT,2025-10-01 14:38:00+00:00,2025-10-01 17:39:11.113890,1759329480000.0,0.8362,0.0,buy,,B1,buy_alert,0.15,1759329480000.0,1,TOP_GAINERS,1,,,,,
9999,APLT,2025-10-01 14:38:00+00:00,2025-10-01 17:39:11.113890,1759329480000.0,0.8362,0.84,buy,market,B1,buy_alert,0.15,1759329480000.0,1,TOP_GAINERS,1,c932b03e-748c-48c8-8911-892e802406c9,1195.0,1195.0,True,True
1111,PALI,2025-10-01 14:43:00+00:00,2025-10-01 17:44:06.535151,1759329780000.0,1.383325,0.0,buy,,B1,buy_alert,0.15,1759329780000.0,1,TOP_GAINERS,1,,,,,
9999,PALI,2025-10-01 14:43:00+00:00,2025-10-01 17:44:06.535151,1759329780000.0,1.383325,1.38,buy,market,B1,buy_alert,0.15,1759329780000.0,1,TOP_GAINERS,1,9d88ec96-c115-44b4-8ace-0ded77536eab,722.0,722.0,True,True
1111,PALI,2025-10-01 14:44:00+00:00,2025-10-01 17:45:13.692247,1759329840000.0,1.353725,0.0,sell,,B1,sell_alert,0.15,1759329780000.0,1,TOP_GAINERS,1,,,0.0,,
9999,PALI,2025-10-01 14:44:00+00:00,2025-10-01 17:45:13.692247,1759329840000.0,1.353725,1.35,sell,market,B1,sell_alert,0.15,1759329780000.0,1,TOP_GAINERS,1,9b35d170-46bd-4d6c-a905-8aadbf1c02bd,722.0,0.0,True,True
1111,APLT,2025-10-01 14:45:00+00:00,2025-10-01 17:46:11.374809,1759329900000.0,0.77465,0.0,sell,,B1,sell_alert,0.15,1759329480000.0,1,TOP_GAINERS,1,,,0.0,,
9999,APLT,2025-10-01 14:45:00+00:00,2025-10-01 17:46:11.374809,1759329900000.0,0.77465,0.77,sell,market,B1,sell_alert,0.15,1759329480000.0,1,TOP_GAINERS,1,60a2a8a2-68aa-483c-9d66-56ea7523dd88,1195.0,0.0,True,True
1111,AIHS,2025-10-01 14:47:00+00:00,2025-10-01 17:48:07.291618,1759330020000.0,2.854275,0.0,buy,,B1,buy_alert,0.15,1759330020000.0,1,TOP_GAINERS,1,,,,,
9999,AIHS,2025-10-01 14:47:00+00:00,2025-10-01 17:48:07.291618,1759330020000.0,2.854275,2.85,buy,market,B1,buy_alert,0.15,1759330020000.0,1,TOP_GAINERS,1,70015731-3791-46af-ab21-8d3cc2247106,350.0,350.0,True,True
1111,AIHS,2025-10-01 14:51:00+00:00,2025-10-01 17:52:11.420584,1759330260000.0,2.6775,0.0,sell,,B1,sell_alert,0.15,1759330020000.0,1,TOP_GAINERS,1,,,0.0,,
9999,AIHS,2025-10-01 14:51:00+00:00,2025-10-01 17:52:11.420584,1759330260000.0,2.6775,2.68,sell,market,B1,sell_alert,0.15,1759330020000.0,1,TOP_GAINERS,1,2da99b69-2040-4512-919a-ff0ff05c21fc,350.0,0.0,True,True
1111,RVYL,2025-10-01 14:54:00+00:00,2025-10-01 17:55:11.788566,1759330440000.0,0.517925,0.0,sell,,B1,sell_alert,0.15,1759328820000.0,1,TOP_GAINERS,1,,,0.0,,
9999,RVYL,2025-10-01 14:54:00+00:00,2025-10-01 17:55:11.788566,1759330440000.0,0.517925,0.52,sell,market,B1,sell_alert,0.15,1759328820000.0,1,TOP_GAINERS,1,86f35031-ab91-4acf-a2f2-f9672b67c9e7,1878.0,0.0,True,True
1111,AIHS,2025-10-01 14:56:00+00:00,2025-10-01 17:57:08.511052,1759330560000.0,2.747775,0.0,buy,,B1,buy_alert,0.15,1759330560000.0,1,TOP_GAINERS,1,,,,,
9999,AIHS,2025-10-01 14:56:00+00:00,2025-10-01 17:57:08.511052,1759330560000.0,2.747775,2.75,buy,market,B1,buy_alert,0.15,1759330560000.0,1,TOP_GAINERS,1,ca648dfc-7055-4a46-b8c6-1bc773e42120,363.0,363.0,True,True
1111,DXYZ,2025-10-01 14:56:00+00:00,2025-10-01 17:57:19.159603,1759330560000.0,27.07425,0.0,buy,,B1,buy_alert,0.15,1759330560000.0,1,TOP_GAINERS,1,,,,,
9999,DXYZ,2025-10-01 14:56:00+00:00,2025-10-01 17:57:19.159603,1759330560000.0,27.07425,27.07,buy,market,B1,buy_alert,0.15,1759330560000.0,1,TOP_GAINERS,1,4314f172-7c44-44c4-8816-a893c49deb91,36.0,36.0,True,True
1111,RVYL,2025-10-01 15:09:00+00:00,2025-10-01 18:10:01.554609,1759331340000.0,0.539475,0.0,buy,,B1,buy_alert,0.15,1759331340000.0,1,TOP_GAINERS,1,,,,,
9999,RVYL,2025-10-01 15:09:00+00:00,2025-10-01 18:10:01.554609,1759331340000.0,0.539475,0.54,buy,market,B1,buy_alert,0.15,1759331340000.0,1,TOP_GAINERS,1,837ae4ca-3f6c-488c-a079-3d529848286c,1853.0,1853.0,True,True
1111,RVYL,2025-10-01 15:19:00+00:00,2025-10-01 18:20:12.989280,1759331940000.0,0.518625,0.0,sell,,B1,sell_alert,0.15,1759331340000.0,1,TOP_GAINERS,1,,,0.0,,
9999,RVYL,2025-10-01 15:19:00+00:00,2025-10-01 18:20:12.989280,1759331940000.0,0.518625,0.52,sell,market,B1,sell_alert,0.15,1759331340000.0,1,TOP_GAINERS,1,121c1733-ba52-4a92-850c-07f9ef78e0d9,1853.0,0.0,True,True
