id,symbol,candel_date,spot_date,timestamp,alert_price,executed_price,side,order_type,indicator,reason,position_size,created_at,market_risk,strategy_name,signal,order_id,quantity_size,remaining_quantity,vaild,loop_status
0,TESTUSDT,2024-09-16 21:37:00,2024-09-17 00:37:49.310538,1726522620000.0,5.71,5.72,sell,market,RSI,exit_strategy,0.075,1726516500000.0,1,TEST_ALPACA,1,d2c69c6e-1ce2-4f32,17.77,0.0,True,True
1111,MBX,2025-09-22 14:05:00+00:00,2025-09-22 17:06:08.239255,1758549900000.0,25.5698,0.0,buy,,B1,buy_alert,0.15,1758549900000.0,1,TOP_GAINERS,1,,,,,
9999,MBX,2025-09-22 14:05:00+00:00,2025-09-22 17:06:08.239255,1758549900000.0,25.5698,25.57,buy,market,B1,buy_alert,0.15,1758549900000.0,1,TOP_GAINERS,1,8dbf846d-c28f-42e2-9a70-fdded295f9b1,39.108635969,39.108635969,True,True
1111,RELI,2025-09-22 14:10:00+00:00,2025-09-22 17:11:18.883410,1758550200000.0,1.4175,0.0,buy,,B1,buy_alert,0.15,1758550200000.0,1,TOP_GAINERS,1,,,,,
9999,RELI,2025-09-22 14:10:00+00:00,2025-09-22 17:11:18.883410,1758550200000.0,1.4175,1.42,buy,market,B1,buy_alert,0.15,1758550200000.0,1,TOP_GAINERS,1,35b2e8eb-8d09-4dc4-a3b5-6c1fca481159,705.467372134,705.467372134,True,True
1111,MBX,2025-09-22 14:13:00+00:00,2025-09-22 17:14:25.521206,1758550380000.0,24.33625,0.0,sell,,B1,sell_alert,0.15,1758549900000.0,1,TOP_GAINERS,1,,,0.0,,
9999,MBX,2025-09-22 14:13:00+00:00,2025-09-22 17:14:25.521206,1758550380000.0,24.33625,24.34,sell,market,B1,sell_alert,0.15,1758549900000.0,1,TOP_GAINERS,1,2261c406-f3d0-4586-a21a-9865f8e1665f,39.108635969,0.0,True,True
1111,MBX,2025-09-22 14:14:00+00:00,2025-09-22 17:15:07.480596,1758550440000.0,24.90715,0.0,buy,,B1,buy_alert,0.15,1758550440000.0,1,TOP_GAINERS,1,,,,,
9999,MBX,2025-09-22 14:14:00+00:00,2025-09-22 17:15:07.480596,1758550440000.0,24.90715,24.91,buy,market,B1,buy_alert,0.15,1758550440000.0,1,TOP_GAINERS,1,142ea46d-0321-47a7-aa96-bff5d1263176,40.149113809,40.149113809,True,True
1111,MBX,2025-09-22 14:19:00+00:00,2025-09-22 17:20:43.950706,1758550740000.0,24.3,0.0,sell,,B1,sell_alert,0.15,1758550440000.0,1,TOP_GAINERS,1,,,0.0,,
9999,MBX,2025-09-22 14:19:00+00:00,2025-09-22 17:20:43.950706,1758550740000.0,24.3,24.3,sell,market,B1,sell_alert,0.15,1758550440000.0,1,TOP_GAINERS,1,7ff9daa4-20f6-49f2-8e28-e2d3e30c5015,40.149113809,0.0,True,True
1111,MBX,2025-09-22 14:25:00+00:00,2025-09-22 17:26:04.068735,1758551100000.0,24.597025,0.0,buy,,B1,buy_alert,0.15,1758551100000.0,1,TOP_GAINERS,1,,,,,
9999,MBX,2025-09-22 14:25:00+00:00,2025-09-22 17:26:04.068735,1758551100000.0,24.597025,24.6,buy,market,B1,buy_alert,0.15,1758551100000.0,1,TOP_GAINERS,1,9bb67490-4e9d-4661-8a3c-789067228291,40.655323154,40.655323154,True,True
1111,MBX,2025-09-22 14:30:00+00:00,2025-09-22 17:31:29.117109,1758551400000.0,23.96125,0.0,sell,,B1,sell_alert,0.15,1758551100000.0,1,TOP_GAINERS,1,,,0.0,,
9999,MBX,2025-09-22 14:30:00+00:00,2025-09-22 17:31:29.117109,1758551400000.0,23.96125,23.96,sell,market,B1,sell_alert,0.15,1758551100000.0,1,TOP_GAINERS,1,f9dd0521-ab31-4d23-b0cd-e42bedefa70c,40.655323154,0.0,True,True
1111,SLNH,2025-09-22 14:41:00+00:00,2025-09-22 17:42:22.384447,1758552060000.0,1.907325,0.0,buy,,B1,buy_alert,0.15,1758552060000.0,1,TOP_GAINERS,1,,,,,
9999,SLNH,2025-09-22 14:41:00+00:00,2025-09-22 17:42:22.384447,1758552060000.0,1.907325,1.91,buy,market,B1,buy_alert,0.15,1758552060000.0,1,TOP_GAINERS,1,294651b2-712b-4627-a4a4-607149ff6358,524.294496219,524.294496219,True,True
1111,BKKT,2025-09-22 14:53:00+00:00,2025-09-22 17:54:20.984125,1758552780000.0,14.88105,0.0,buy,,B1,buy_alert,0.15,1758552780000.0,1,TOP_GAINERS,1,,,,,
9999,BKKT,2025-09-22 14:53:00+00:00,2025-09-22 17:54:20.984125,1758552780000.0,14.88105,14.88,buy,market,B1,buy_alert,0.15,1758552780000.0,1,TOP_GAINERS,1,8bf07fcd-67fa-4f61-a662-8e66b251b00e,67.0,67.0,True,True
1111,RELI,2025-09-22 14:59:00+00:00,2025-09-22 18:00:33.964898,1758553140000.0,1.41,0.0,sell,,B1,sell_alert,0.15,1758550200000.0,1,TOP_GAINERS,1,,,0.0,,
9999,RELI,2025-09-22 14:59:00+00:00,2025-09-22 18:00:33.964898,1758553140000.0,1.41,1.41,sell,market,B1,sell_alert,0.15,1758550200000.0,1,TOP_GAINERS,1,a241d84f-08ce-4579-bb1a-1ee9a4f02a7d,705.467372134,0.0,True,True
1111,BETR,2025-09-22 15:02:00+00:00,2025-09-22 18:03:38.623252,1758553320000.0,90.178925,0.0,buy,,B1,buy_alert,0.15,1758553320000.0,1,TOP_GAINERS,1,,,,,
9999,BETR,2025-09-22 15:02:00+00:00,2025-09-22 18:03:38.623252,1758553320000.0,90.178925,90.18,buy,market,B1,buy_alert,0.15,1758553320000.0,1,TOP_GAINERS,1,e9ec7c75-d0c5-4a05-b6fa-7aa2ee0dc472,11.0,11.0,True,True
1111,BETR,2025-09-22 15:10:00+00:00,2025-09-22 18:11:39.072296,1758553800000.0,76.147575,0.0,sell,,B1,sell_alert,0.15,1758553320000.0,1,TOP_GAINERS,1,,,0.0,,
9999,BETR,2025-09-22 15:10:00+00:00,2025-09-22 18:11:39.072296,1758553800000.0,76.147575,76.15,sell,market,B1,sell_alert,0.15,1758553320000.0,1,TOP_GAINERS,1,71d4cd23-9694-4fe4-a77f-f76de91cc18b,11.0,0.0,True,True
1111,SLNH,2025-09-22 15:15:00+00:00,2025-09-22 18:16:33.027012,1758554100000.0,1.560025,0.0,sell,,B1,sell_alert,0.15,1758552060000.0,1,TOP_GAINERS,1,,,0.0,,
9999,SLNH,2025-09-22 15:15:00+00:00,2025-09-22 18:16:33.027012,1758554100000.0,1.560025,1.56,sell,market,B1,sell_alert,0.15,1758552060000.0,1,TOP_GAINERS,1,cb9c8280-393c-4e84-a361-2ee7d0c2b346,524.294496219,0.0,True,True
1111,BKKT,2025-09-22 15:23:00+00:00,2025-09-22 18:24:42.829848,1758554580000.0,14.625,0.0,sell,,B1,sell_alert,0.15,1758552780000.0,1,TOP_GAINERS,1,,,0.0,,
9999,BKKT,2025-09-22 15:23:00+00:00,2025-09-22 18:24:42.829848,1758554580000.0,14.625,14.62,sell,market,B1,sell_alert,0.15,1758552780000.0,1,TOP_GAINERS,1,3d209f8a-2c32-417a-869c-481386b3e4b4,67.0,0.0,True,True
1111,IPW,2025-09-22 15:25:00+00:00,2025-09-22 18:26:24.758790,1758554700000.0,1.099975,0.0,buy,,B1,buy_alert,0.15,1758554700000.0,1,TOP_GAINERS,1,,,,,
9999,IPW,2025-09-22 15:25:00+00:00,2025-09-22 18:26:24.758790,1758554700000.0,1.099975,1.1,buy,market,B1,buy_alert,0.15,1758554700000.0,1,TOP_GAINERS,1,3098fe2b-c540-4948-ae93-c9bcb118d0f4,909.0,909.0,True,True
1111,IPW,2025-09-22 15:31:00+00:00,2025-09-22 18:32:36.865218,1758555060000.0,0.887225,0.0,sell,,B1,sell_alert,0.15,1758554700000.0,1,TOP_GAINERS,1,,,0.0,,
9999,IPW,2025-09-22 15:31:00+00:00,2025-09-22 18:32:36.865218,1758555060000.0,0.887225,0.89,sell,market,B1,sell_alert,0.15,1758554700000.0,1,TOP_GAINERS,1,6f5174c6-c85d-4f18-9056-ca3c7085080b,909.0,0.0,True,True
1111,RR,2025-09-22 15:35:00+00:00,2025-09-22 18:36:39.055609,1758555300000.0,5.3825,0.0,buy,,B1,buy_alert,0.15,1758555300000.0,1,TOP_GAINERS,1,,,,,
9999,RR,2025-09-22 15:35:00+00:00,2025-09-22 18:36:39.055609,1758555300000.0,5.3825,5.38,buy,market,B1,buy_alert,0.15,1758555300000.0,1,TOP_GAINERS,1,daf5521e-f6c9-4958-972e-5dd536290c02,185.0,185.0,True,True
1111,SLNH,2025-09-22 15:40:00+00:00,2025-09-22 18:41:18.111635,1758555600000.0,1.99285,0.0,buy,,B1,buy_alert,0.15,1758555600000.0,1,TOP_GAINERS,1,,,,,
9999,SLNH,2025-09-22 15:40:00+00:00,2025-09-22 18:41:18.111635,1758555600000.0,1.99285,1.99,buy,market,B1,buy_alert,0.15,1758555600000.0,1,TOP_GAINERS,1,294584f6-00d4-4632-88f1-b1a5b1618142,501.79391324,501.79391324,True,True
1111,ARBB,2025-09-22 16:04:00+00:00,2025-09-22 19:07:58.466071,1758557040000.0,12.5,0.0,buy,,B1,buy_alert,0.15,1758557040000.0,1,TOP_GAINERS,1,,,,,
9999,ARBB,2025-09-22 16:04:00+00:00,2025-09-22 19:07:58.466071,1758557040000.0,12.5,12.56,buy,limit,B1,buy_alert,0.15,1758557040000.0,1,TOP_GAINERS,1,7dbcde4e-ff68-4ca5-9cb8-82205d4295a5,80.0,80.0,True,True
1111,CRE,2025-09-22 16:14:00+00:00,2025-09-22 19:15:33.056493,1758557640000.0,0.9248,0.0,buy,,B1,buy_alert,0.15,1758557640000.0,1,TOP_GAINERS,1,,,,,
9999,CRE,2025-09-22 16:14:00+00:00,2025-09-22 19:15:33.056493,1758557640000.0,0.9248,0.92,buy,market,B1,buy_alert,0.15,1758557640000.0,1,TOP_GAINERS,1,e6e3204c-12f4-4ed5-89a8-2d1c0ecb64c6,1081.0,1081.0,True,True
1111,CRE,2025-09-22 16:22:00+00:00,2025-09-22 19:23:42.792524,1758558120000.0,0.906575,0.0,sell,,B1,sell_alert,0.15,1758557640000.0,1,TOP_GAINERS,1,,,0.0,,
9999,CRE,2025-09-22 16:22:00+00:00,2025-09-22 19:23:42.792524,1758558120000.0,0.906575,0.91,sell,market,B1,sell_alert,0.15,1758557640000.0,1,TOP_GAINERS,1,12728f8b-701a-4bb2-b201-edf3c27c29b1,1081.0,0.0,True,True
1111,SLNH,2025-09-22 16:24:00+00:00,2025-09-22 19:25:42.050773,1758558240000.0,1.68125,0.0,sell,,B1,sell_alert,0.15,1758555600000.0,1,TOP_GAINERS,1,,,0.0,,
9999,SLNH,2025-09-22 16:24:00+00:00,2025-09-22 19:25:42.050773,1758558240000.0,1.68125,1.68,sell,market,B1,sell_alert,0.15,1758555600000.0,1,TOP_GAINERS,1,7c7d60e7-1e70-4753-a05a-ae9e76e36bf9,501.79391324,0.0,True,True
1111,ARBB,2025-09-22 16:29:00+00:00,2025-09-22 19:30:04.795634,1758558540000.0,12.537675,0.0,sell,,B1,sell_alert,0.15,1758557040000.0,1,TOP_GAINERS,1,,,0.0,,
9999,ARBB,2025-09-22 16:29:00+00:00,2025-09-22 19:30:04.795634,1758558540000.0,12.537675,12.54,sell,market,B1,sell_alert,0.15,1758557040000.0,1,TOP_GAINERS,1,b059bcd4-6345-4c84-81c7-ac20a2c2f60f,80.0,0.0,True,True
1111,RR,2025-09-22 16:29:00+00:00,2025-09-22 19:30:06.085390,1758558540000.0,5.344025,0.0,sell,,B1,sell_alert,0.15,1758555300000.0,1,TOP_GAINERS,1,,,0.0,,
9999,RR,2025-09-22 16:29:00+00:00,2025-09-22 19:30:06.085390,1758558540000.0,5.344025,5.34,sell,market,B1,sell_alert,0.15,1758555300000.0,1,TOP_GAINERS,1,8961028e-8796-4f01-b007-9ae40c6606b4,185.0,0.0,True,True
1111,RR,2025-09-22 18:00:00+00:00,2025-09-22 21:01:36.237367,1758564000000.0,5.345,0.0,buy,,B1,buy_alert,0.15,1758564000000.0,1,TOP_GAINERS,1,,,,,
9999,RR,2025-09-22 18:00:00+00:00,2025-09-22 21:01:36.237367,1758564000000.0,5.345,5.34,buy,market,B1,buy_alert,0.15,1758564000000.0,1,TOP_GAINERS,1,85133efe-37ca-4f21-9299-cc417e3567d9,187.0,187.0,True,True
1111,KOD,2025-09-22 18:03:00+00:00,2025-09-22 21:04:26.905215,1758564180000.0,15.42375,0.0,buy,,B1,buy_alert,0.15,1758564180000.0,1,TOP_GAINERS,1,,,,,
9999,KOD,2025-09-22 18:03:00+00:00,2025-09-22 21:04:26.905215,1758564180000.0,15.42375,15.42,buy,market,B1,buy_alert,0.15,1758564180000.0,1,TOP_GAINERS,1,64547b30-3cd0-45e4-bb47-7e03f7382bb2,64.835075776,64.835075776,True,True
1111,RR,2025-09-22 18:09:00+00:00,2025-09-22 21:10:50.236319,1758564540000.0,5.326650000000001,0.0,sell,,B1,sell_alert,0.15,1758564000000.0,1,TOP_GAINERS,1,,,0.0,,
9999,RR,2025-09-22 18:09:00+00:00,2025-09-22 21:10:50.236319,1758564540000.0,5.326650000000001,5.33,sell,market,B1,sell_alert,0.15,1758564000000.0,1,TOP_GAINERS,1,8a176bf4-4fcb-49f1-a1a1-008d372fc78b,187.0,0.0,True,True
1111,VUZI,2025-09-22 18:14:00+00:00,2025-09-22 21:15:49.790670,1758564840000.0,3.26625,0.0,buy,,B1,buy_alert,0.15,1758564840000.0,1,TOP_GAINERS,1,,,,,
9999,VUZI,2025-09-22 18:14:00+00:00,2025-09-22 21:15:49.790670,1758564840000.0,3.26625,3.27,buy,market,B1,buy_alert,0.15,1758564840000.0,1,TOP_GAINERS,1,e3319c77-c141-46ad-8f6e-99d25fee9655,306.161500191,306.161500191,True,True
1111,RR,2025-09-22 18:18:00+00:00,2025-09-22 21:19:30.637941,1758565080000.0,5.3549999999999995,0.0,buy,,B1,buy_alert,0.15,1758565080000.0,1,TOP_GAINERS,1,,,,,
9999,RR,2025-09-22 18:18:00+00:00,2025-09-22 21:19:30.637941,1758565080000.0,5.3549999999999995,5.35,buy,market,B1,buy_alert,0.15,1758565080000.0,1,TOP_GAINERS,1,1f8d8981-868a-4d69-ac65-c66b7c8a05dc,186.0,186.0,True,True
1111,APLD,2025-09-22 18:23:00+00:00,2025-09-22 21:24:51.223838,1758565380000.0,24.456925,0.0,buy,,B1,buy_alert,0.15,1758565380000.0,1,TOP_GAINERS,1,,,,,
9999,APLD,2025-09-22 18:23:00+00:00,2025-09-22 21:24:51.223838,1758565380000.0,24.456925,24.46,buy,market,B1,buy_alert,0.15,1758565380000.0,1,TOP_GAINERS,1,775ea7aa-282e-454a-a432-7ae8aeea8f05,40.888214688,40.888214688,True,True
1111,RR,2025-09-22 18:24:00+00:00,2025-09-22 21:25:02.608244,1758565440000.0,5.313775,0.0,sell,,B1,sell_alert,0.15,1758565080000.0,1,TOP_GAINERS,1,,,0.0,,
