id,symbol,candel_date,spot_date,timestamp,alert_price,executed_price,side,order_type,indicator,reason,position_size,created_at,market_risk,strategy_name,signal,order_id,quantity_size,remaining_quantity,vaild,loop_status
0,TESTUSDT,2024-09-16 21:37:00,2024-09-17 00:37:49.310538,1726522620000.0,5.71,5.72,sell,market,RSI,exit_strategy,0.075,1726516500000.0,1,TEST_ALPACA,1,d2c69c6e-1ce2-4f32,17.77,0.0,True,True
1111,SPRC,2025-09-25 14:15:00+00:00,2025-09-25 17:16:04.761765,1758809700000.0,8.18225,0.0,buy,,B1,buy_alert,0.15,1758809700000.0,1,TOP_GAINERS,1,,,,,
9999,SPRC,2025-09-25 14:15:00+00:00,2025-09-25 17:16:04.761765,1758809700000.0,8.18225,8.18,buy,market,B1,buy_alert,0.15,1758809700000.0,1,TOP_GAINERS,1,190d2a48-840b-4aa8-8574-b300b32050f4,122.0,122.0,True,True
1111,DVLT,2025-09-25 14:20:00+00:00,2025-09-25 17:21:15.409029,1758810000000.0,0.865675,0.0,buy,,B1,buy_alert,0.15,1758810000000.0,1,TOP_GAINERS,1,,,,,
9999,DVLT,2025-09-25 14:20:00+00:00,2025-09-25 17:21:15.409029,1758810000000.0,0.865675,0.87,buy,market,B1,buy_alert,0.15,1758810000000.0,1,TOP_GAINERS,1,19bd51dc-9e46-45ca-9c01-f9cbe71b6ee7,1155.0,1155.0,True,True
1111,SPRC,2025-09-25 14:23:00+00:00,2025-09-25 17:24:14.522496,1758810180000.0,7.75,0.0,sell,,B1,sell_alert,0.15,1758809700000.0,1,TOP_GAINERS,1,,,0.0,,
9999,SPRC,2025-09-25 14:23:00+00:00,2025-09-25 17:24:14.522496,1758810180000.0,7.75,7.75,sell,market,B1,sell_alert,0.15,1758809700000.0,1,TOP_GAINERS,1,32174e12-72c2-4ab4-bfbf-114e59ef02dd,122.0,0.0,True,True
1111,SPRC,2025-09-25 14:24:00+00:00,2025-09-25 17:25:04.674913,1758810240000.0,7.980025,0.0,buy,,B1,buy_alert,0.15,1758810240000.0,1,TOP_GAINERS,1,,,,,
9999,SPRC,2025-09-25 14:24:00+00:00,2025-09-25 17:25:04.674913,1758810240000.0,7.980025,7.98,buy,market,B1,buy_alert,0.15,1758810240000.0,1,TOP_GAINERS,1,55c61a4a-670b-455d-9de3-5a135a0af53a,125.0,125.0,True,True
1111,SPRC,2025-09-25 14:31:00+00:00,2025-09-25 17:32:09.345024,1758810660000.0,7.39125,0.0,sell,,B1,sell_alert,0.15,1758810240000.0,1,TOP_GAINERS,1,,,0.0,,
9999,SPRC,2025-09-25 14:31:00+00:00,2025-09-25 17:32:09.345024,1758810660000.0,7.39125,7.39,sell,market,B1,sell_alert,0.15,1758810240000.0,1,TOP_GAINERS,1,c6422f41-ac3f-42f5-a181-ebeff20d398d,125.0,0.0,True,True
1111,DVLT,2025-09-25 14:34:00+00:00,2025-09-25 17:35:10.857438,1758810840000.0,0.825875,0.0,sell,,B1,sell_alert,0.15,1758810000000.0,1,TOP_GAINERS,1,,,0.0,,
9999,DVLT,2025-09-25 14:34:00+00:00,2025-09-25 17:35:10.857438,1758810840000.0,0.825875,0.83,sell,market,B1,sell_alert,0.15,1758810000000.0,1,TOP_GAINERS,1,76d21b13-ec7e-444c-b0ad-b6c87d391aae,1155.0,0.0,True,True
1111,XXII,2025-09-25 14:38:00+00:00,2025-09-25 17:39:10.898849,1758811080000.0,2.028975,0.0,buy,,B1,buy_alert,0.15,1758811080000.0,1,TOP_GAINERS,1,,,,,
9999,XXII,2025-09-25 14:38:00+00:00,2025-09-25 17:39:10.898849,1758811080000.0,2.028975,2.03,buy,market,B1,buy_alert,0.15,1758811080000.0,1,TOP_GAINERS,1,e2c46d92-0b23-4450-ba05-378164b6c536,492.0,492.0,True,True
1111,SPRC,2025-09-25 14:42:00+00:00,2025-09-25 17:43:04.595554,1758811320000.0,7.825,0.0,buy,,B1,buy_alert,0.15,1758811320000.0,1,TOP_GAINERS,1,,,,,
9999,SPRC,2025-09-25 14:42:00+00:00,2025-09-25 17:43:04.595554,1758811320000.0,7.825,7.83,buy,market,B1,buy_alert,0.15,1758811320000.0,1,TOP_GAINERS,1,5b7e04bf-66aa-46bf-96dc-8c727404a718,127.0,127.0,True,True
1111,SPRC,2025-09-25 14:45:00+00:00,2025-09-25 17:46:09.176803,1758811500000.0,7.73255,0.0,sell,,B1,sell_alert,0.15,1758811320000.0,1,TOP_GAINERS,1,,,0.0,,
9999,SPRC,2025-09-25 14:45:00+00:00,2025-09-25 17:46:09.176803,1758811500000.0,7.73255,7.73,sell,market,B1,sell_alert,0.15,1758811320000.0,1,TOP_GAINERS,1,39249e04-1634-4874-8e09-dd66fde77fc0,127.0,0.0,True,True
1111,DVLT,2025-09-25 14:48:00+00:00,2025-09-25 17:49:07.856443,1758811680000.0,0.8339,0.0,buy,,B1,buy_alert,0.15,1758811680000.0,1,TOP_GAINERS,1,,,,,
9999,DVLT,2025-09-25 14:48:00+00:00,2025-09-25 17:49:07.856443,1758811680000.0,0.8339,0.83,buy,market,B1,buy_alert,0.15,1758811680000.0,1,TOP_GAINERS,1,70213b75-8af8-4812-a1ba-22d722b45f95,1199.0,1199.0,True,True
1111,QLGN,2025-09-25 15:05:00+00:00,2025-09-25 18:06:11.732588,1758812700000.0,5.785,0.0,buy,,B1,buy_alert,0.15,1758812700000.0,1,TOP_GAINERS,1,,,,,
9999,QLGN,2025-09-25 15:05:00+00:00,2025-09-25 18:06:11.732588,1758812700000.0,5.785,5.79,buy,market,B1,buy_alert,0.15,1758812700000.0,1,TOP_GAINERS,1,72d02c8a-49a1-4ef6-b13b-18bc8b21e058,172.0,172.0,True,True
1111,QLGN,2025-09-25 15:13:00+00:00,2025-09-25 18:14:10.619557,1758813180000.0,5.722,0.0,sell,,B1,sell_alert,0.15,1758812700000.0,1,TOP_GAINERS,1,,,0.0,,
9999,QLGN,2025-09-25 15:13:00+00:00,2025-09-25 18:14:10.619557,1758813180000.0,5.722,5.72,sell,market,B1,sell_alert,0.15,1758812700000.0,1,TOP_GAINERS,1,fb6d9874-fe5f-472c-8751-03c58d7c8bd2,172.0,0.0,True,True
1111,CYCU,2025-09-25 15:16:00+00:00,2025-09-25 18:17:11.536695,1758813360000.0,0.412375,0.0,buy,,B1,buy_alert,0.15,1758813360000.0,1,TOP_GAINERS,1,,,,,
9999,CYCU,2025-09-25 15:16:00+00:00,2025-09-25 18:17:11.536695,1758813360000.0,0.412375,0.41,buy,market,B1,buy_alert,0.15,1758813360000.0,1,TOP_GAINERS,1,a3ad310c-7cdb-4847-95c6-78863c2c0952,2424.0,2424.0,True,True
1111,CYCU,2025-09-25 15:34:00+00:00,2025-09-25 18:35:17.655415,1758814440000.0,0.3879,0.0,sell,,B1,sell_alert,0.15,1758813360000.0,1,TOP_GAINERS,1,,,0.0,,
9999,CYCU,2025-09-25 15:34:00+00:00,2025-09-25 18:35:17.655415,1758814440000.0,0.3879,0.39,sell,market,B1,sell_alert,0.15,1758813360000.0,1,TOP_GAINERS,1,4c40493c-961c-4d9a-8eaf-19c2fe13ffbb,2424.0,0.0,True,True
1111,CYCU,2025-09-25 15:36:00+00:00,2025-09-25 18:37:08.870647,1758814560000.0,0.392125,0.0,buy,,B1,buy_alert,0.15,1758814560000.0,1,TOP_GAINERS,1,,,,,
9999,CYCU,2025-09-25 15:36:00+00:00,2025-09-25 18:37:08.870647,1758814560000.0,0.392125,0.39,buy,market,B1,buy_alert,0.15,1758814560000.0,1,TOP_GAINERS,1,4374839e-a9d4-4f18-8b78-26da8f2aee79,2550.0,2550.0,True,True
1111,CYCU,2025-09-25 15:40:00+00:00,2025-09-25 18:41:15.180646,1758814800000.0,0.3833999999999999,0.0,sell,,B1,sell_alert,0.15,1758814560000.0,1,TOP_GAINERS,1,,,0.0,,
9999,CYCU,2025-09-25 15:40:00+00:00,2025-09-25 18:41:15.180646,1758814800000.0,0.3833999999999999,0.38,sell,market,B1,sell_alert,0.15,1758814560000.0,1,TOP_GAINERS,1,29c2ad3b-d57f-4973-bde3-a4fbee1de448,2550.0,0.0,True,True
1111,XXII,2025-09-25 15:46:00+00:00,2025-09-25 18:47:16.325542,1758815160000.0,1.9775,0.0,sell,,B1,sell_alert,0.15,1758811080000.0,1,TOP_GAINERS,1,,,0.0,,
